horse_number,horse_name,frame,actual_running_style,actual_running_style_fixed,position_m,finish_position_m,rank,lane,gap_from_leader,nige_senko_gap,early_gap_range,final_stretch_start_progress,horse_ability_score,popularity_score,race_level_score,finish_score,margin_score,time_score,race_power,performance_index,mid_race_move_score,normalized_mid_race_move,final_performance_score,late_power,random_noise,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,stamina,acceleration,last3f_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,carried_weight,weight_penalty,pace_fit_score,final_stretch_score,style_attack_ratio,straight_attack_score,straight_ratio,pace,time,elapsed_time,progress
1,ドマーネ,1,差し,差し,1352.469,1352.469,10,0.67,72.28,23.978,45.0-82.0,0.75,42.986,55.929,48.0,42.322,50.3,56.566,44.125,59.605,52.139,-0.442,51.8,49.746,-2.769,-0.241,-0.51,0.281,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.7,0.342,0.387,0.313,0.566,1.0,56.628,34.18,46.76,62.898,49.459,43.312,91.072,71.765,74.87,74.87,48.772,36.1025,34.8,74.492,31.3,56.0,0.0,75.215,53.407,0.0,0.0,0.0,medium,91.919,91.919,0.7124
3,アルディスティーノ,3,追込,追込,1340.803,1340.803,11,2.87,83.947,23.978,75.0-120.0,0.75,47.327,63.714,48.0,54.271,61.121,60.444,48.691,53.747,57.215,0.229,51.699,50.274,-1.369,-0.257,-0.423,0.281,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.7,0.645,0.666,0.155,0.609,1.0,60.905,64.507,64.032,60.365,54.046,52.343,92.246,58.813,46.528,46.528,43.306,36.6275,35.8,77.847,15.476,56.0,0.0,78.679,48.683,0.0,0.0,0.0,medium,91.919,91.919,0.7124
9,モルビド,7,追込,追込,1312.287,1312.287,12,6.87,112.463,23.978,75.0-120.0,0.75,43.608,45.0,47.086,46.604,61.914,58.579,45.847,57.226,48.398,-0.936,50.3,49.321,-1.539,-0.48,-0.58,0.281,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.7,0.071,0.077,0.412,0.584,1.0,58.37,7.06,30.51,62.829,52.932,38.509,92.972,64.085,79.031,79.031,53.893,35.587500000000006,34.7,79.92,41.154,56.0,0.0,54.714,52.798,0.0,0.0,0.0,medium,91.919,91.919,0.7124
2,タイムレスキス,2,逃げ,逃げ,1431.438,1431.438,1,1.0,0.0,24.046,0.0-8.0,0.75,49.372,72.429,53.857,55.008,64.729,70.68,50.863,58.791,61.176,0.752,53.2,52.481,-0.549,-0.017,-0.06,0.289,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.7,0.65,0.628,0.238,0.715,1.0,71.537,64.984,66.73,70.856,62.63,57.53,94.86,52.885,69.926,69.926,48.704,35.65,34.5,85.315,23.849,53.0,-4.0,80.905,52.583,0.0,0.0,0.0,medium,92.351,92.351,0.7157
5,メリザンド,5,逃げ,逃げ,1431.438,1431.438,2,4.22,0.0,24.046,0.0-8.0,0.75,50.821,58.857,48.0,71.74,78.829,64.627,54.051,59.587,64.599,1.0,53.724,52.604,-0.889,0.066,-0.04,0.289,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.7,0.868,0.857,0.0,0.642,1.0,64.223,86.801,76.039,66.665,60.412,66.089,92.163,66.949,61.779,61.779,42.481,35.58,34.3,77.609,0.0,56.0,0.0,66.685,45.875,0.0,0.0,0.0,medium,92.351,92.351,0.7157
6,クリスレジーナ,5,逃げ,逃げ,1431.438,1431.438,3,4.0,0.0,24.046,0.0-8.0,0.75,55.208,69.435,53.903,73.435,84.145,61.261,57.954,72.691,60.521,0.665,62.298,62.45,0.289,1.0,1.25,0.289,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.7,0.488,0.488,0.579,0.607,1.0,60.684,48.789,54.142,78.052,60.984,59.713,92.913,73.643,99.636,99.636,59.813,34.74411764705883,33.7,79.751,57.942,53.0,-4.0,91.062,65.196,0.0,0.0,0.0,medium,92.351,92.351,0.7157
8,リリーズブルーム,6,先行,先行,1407.392,1407.392,4,5.0,24.046,24.046,12.0-34.0,0.75,43.411,47.214,53.971,53.956,55.814,44.901,44.319,46.324,49.189,-0.831,46.405,45.114,-0.015,-1.0,-1.25,0.289,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.7,0.748,0.734,0.0,0.422,1.0,42.243,74.78,59.405,56.796,44.672,50.585,86.714,53.133,32.623,32.623,34.252,38.4575,36.6,62.041,0.0,56.0,0.0,63.797,39.073,0.0,0.0,0.0,medium,92.351,92.351,0.7157
11,ルージュカエラ,8,先行,先行,1397.631,1397.631,5,7.0,33.807,24.046,12.0-34.0,0.75,35.332,38.429,48.0,19.437,33.686,48.818,40.0,50.418,45.846,-1.0,45.594,45.195,0.703,-1.0,-1.25,0.289,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.7,0.528,0.498,0.085,0.484,1.0,48.4,52.772,49.176,49.029,40.521,42.18,84.032,54.413,49.565,49.565,40.156,36.6425,34.1,54.377,8.482,56.0,0.0,87.726,45.178,0.0,0.0,0.0,medium,92.351,92.351,0.7157
7,アストリル,6,差し,差し,1386.438,1386.438,6,5.67,45.0,24.046,45.0-82.0,0.75,56.743,72.0,50.786,84.218,88.586,65.741,60.027,73.446,65.018,1.0,63.139,61.608,-2.599,1.0,1.25,0.289,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.7,0.588,0.59,0.645,0.656,1.0,65.565,58.838,61.942,80.706,64.054,62.096,92.386,77.858,100.0,100.0,60.101,35.18,33.8,78.246,64.466,53.0,-4.0,83.625,66.519,0.0,0.0,0.0,medium,92.351,92.351,0.7157
4,レダアトミカ,4,差し,差し,1373.838,1373.838,7,3.45,57.601,24.046,45.0-82.0,0.75,51.454,75.323,51.823,57.285,60.387,56.946,52.421,63.933,54.893,-0.078,54.897,56.615,2.33,0.254,0.62,0.289,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.7,0.367,0.38,0.598,0.574,1.0,57.372,36.671,46.706,69.669,53.367,48.071,89.618,71.898,91.693,91.693,55.876,35.61176470588236,33.7,70.338,59.792,53.0,-4.0,51.258,57.35,0.0,0.0,0.0,medium,92.351,92.351,0.7157
12,エイカイコバチ,8,差し,差し,1367.287,1367.287,8,7.0,64.152,24.046,45.0-82.0,0.75,45.947,62.571,42.286,58.287,59.729,54.938,47.151,57.813,52.208,-0.433,53.202,53.985,2.482,-0.017,0.187,0.289,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.7,0.524,0.536,0.341,0.536,1.0,53.595,52.4,53.584,62.501,48.113,45.869,83.793,62.091,63.77,63.77,46.418,36.8875,35.3,53.696,34.104,53.0,-4.0,89.228,54.305,0.0,0.0,0.0,medium,92.351,92.351,0.7157
10,ソングオブザバード,7,差し,差し,1365.584,1365.584,9,6.45,65.854,24.046,45.0-82.0,0.75,46.9,73.824,45.804,55.003,66.735,57.175,48.629,60.198,54.607,-0.116,53.434,54.768,2.87,0.02,0.316,0.289,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.7,0.526,0.495,0.348,0.575,1.0,57.498,52.557,53.083,65.265,53.683,52.638,91.817,63.766,77.592,77.592,50.788,35.629629629629626,34.6,76.621,34.769,53.0,-4.0,75.436,54.281,0.0,0.0,0.0,medium,92.351,92.351,0.7157
1,ドマーネ,1,差し,差し,1359.13,1359.13,10,0.67,72.308,24.046,45.0-82.0,0.75,42.986,55.929,48.0,42.322,50.3,56.566,44.125,59.605,52.139,-0.442,51.8,49.746,-2.769,-0.241,-0.51,0.289,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.7,0.342,0.387,0.313,0.566,1.0,56.628,34.18,46.76,62.898,49.459,43.312,91.072,71.765,74.87,74.87,48.772,36.1025,34.8,74.492,31.3,56.0,0.0,75.215,53.407,0.0,0.0,0.0,medium,92.351,92.351,0.7157
3,アルディスティーノ,3,追込,追込,1347.526,1347.526,11,2.87,83.913,24.046,75.0-120.0,0.75,47.327,63.714,48.0,54.271,61.121,60.444,48.691,53.747,57.215,0.229,51.699,50.274,-1.369,-0.257,-0.423,0.289,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.7,0.645,0.666,0.155,0.609,1.0,60.905,64.507,64.032,60.365,54.046,52.343,92.246,58.813,46.528,46.528,43.306,36.6275,35.8,77.847,15.476,56.0,0.0,78.679,48.683,0.0,0.0,0.0,medium,92.351,92.351,0.7157
9,モルビド,7,追込,追込,1318.916,1318.916,12,6.87,112.522,24.046,75.0-120.0,0.75,43.608,45.0,47.086,46.604,61.914,58.579,45.847,57.226,48.398,-0.936,50.3,49.321,-1.539,-0.48,-0.58,0.289,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.7,0.071,0.077,0.412,0.584,1.0,58.37,7.06,30.51,62.829,52.932,38.509,92.972,64.085,79.031,79.031,53.893,35.587500000000006,34.7,79.92,41.154,56.0,0.0,54.714,52.798,0.0,0.0,0.0,medium,92.351,92.351,0.7157
2,タイムレスキス,2,逃げ,逃げ,1438.127,1438.127,1,1.0,0.0,24.115,0.0-8.0,0.75,49.372,72.429,53.857,55.008,64.729,70.68,50.863,58.791,61.176,0.752,53.2,52.481,-0.549,-0.017,-0.06,0.298,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.7,0.65,0.628,0.238,0.715,1.0,71.537,64.984,66.73,70.856,62.63,57.53,94.86,52.885,69.926,69.926,48.704,35.65,34.5,85.315,23.849,53.0,-4.0,80.905,52.583,0.0,0.0,0.0,medium,92.782,92.782,0.7191
5,メリザンド,5,逃げ,逃げ,1438.127,1438.127,2,4.22,0.0,24.115,0.0-8.0,0.75,50.821,58.857,48.0,71.74,78.829,64.627,54.051,59.587,64.599,1.0,53.724,52.604,-0.889,0.066,-0.04,0.298,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.7,0.868,0.857,0.0,0.642,1.0,64.223,86.801,76.039,66.665,60.412,66.089,92.163,66.949,61.779,61.779,42.481,35.58,34.3,77.609,0.0,56.0,0.0,66.685,45.875,0.0,0.0,0.0,medium,92.782,92.782,0.7191
6,クリスレジーナ,5,逃げ,逃げ,1438.127,1438.127,3,4.0,0.0,24.115,0.0-8.0,0.75,55.208,69.435,53.903,73.435,84.145,61.261,57.954,72.691,60.521,0.665,62.298,62.45,0.289,1.0,1.25,0.298,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.7,0.488,0.488,0.579,0.607,1.0,60.684,48.789,54.142,78.052,60.984,59.713,92.913,73.643,99.636,99.636,59.813,34.74411764705883,33.7,79.751,57.942,53.0,-4.0,91.062,65.196,0.0,0.0,0.0,medium,92.782,92.782,0.7191
8,リリーズブルーム,6,先行,先行,1414.012,1414.012,4,5.0,24.115,24.115,12.0-34.0,0.75,43.411,47.214,53.971,53.956,55.814,44.901,44.319,46.324,49.189,-0.831,46.405,45.114,-0.015,-1.0,-1.25,0.298,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.7,0.748,0.734,0.0,0.422,1.0,42.243,74.78,59.405,56.796,44.672,50.585,86.714,53.133,32.623,32.623,34.252,38.4575,36.6,62.041,0.0,56.0,0.0,63.797,39.073,0.0,0.0,0.0,medium,92.782,92.782,0.7191
11,ルージュカエラ,8,先行,先行,1404.247,1404.247,5,7.0,33.88,24.115,12.0-34.0,0.75,35.332,38.429,48.0,19.437,33.686,48.818,40.0,50.418,45.846,-1.0,45.594,45.195,0.703,-1.0,-1.25,0.298,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.7,0.528,0.498,0.085,0.484,1.0,48.4,52.772,49.176,49.029,40.521,42.18,84.032,54.413,49.565,49.565,40.156,36.6425,34.1,54.377,8.482,56.0,0.0,87.726,45.178,0.0,0.0,0.0,medium,92.782,92.782,0.7191
7,アストリル,6,差し,差し,1393.127,1393.127,6,5.67,45.0,24.115,45.0-82.0,0.75,56.743,72.0,50.786,84.218,88.586,65.741,60.027,73.446,65.018,1.0,63.139,61.608,-2.599,1.0,1.25,0.298,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.7,0.588,0.59,0.645,0.656,1.0,65.565,58.838,61.942,80.706,64.054,62.096,92.386,77.858,100.0,100.0,60.101,35.18,33.8,78.246,64.466,53.0,-4.0,83.625,66.519,0.0,0.0,0.0,medium,92.782,92.782,0.7191
4,レダアトミカ,4,差し,差し,1380.526,1380.526,7,3.45,57.601,24.115,45.0-82.0,0.75,51.454,75.323,51.823,57.285,60.387,56.946,52.421,63.933,54.893,-0.078,54.897,56.615,2.33,0.254,0.62,0.298,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.7,0.367,0.38,0.598,0.574,1.0,57.372,36.671,46.706,69.669,53.367,48.071,89.618,71.898,91.693,91.693,55.876,35.61176470588236,33.7,70.338,59.792,53.0,-4.0,51.258,57.35,0.0,0.0,0.0,medium,92.782,92.782,0.7191
12,エイカイコバチ,8,差し,差し,1373.945,1373.945,8,7.0,64.182,24.115,45.0-82.0,0.75,45.947,62.571,42.286,58.287,59.729,54.938,47.151,57.813,52.208,-0.433,53.202,53.985,2.482,-0.017,0.187,0.298,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.7,0.524,0.536,0.341,0.536,1.0,53.595,52.4,53.584,62.501,48.113,45.869,83.793,62.091,63.77,63.77,46.418,36.8875,35.3,53.696,34.104,53.0,-4.0,89.228,54.305,0.0,0.0,0.0,medium,92.782,92.782,0.7191
10,ソングオブザバード,7,差し,差し,1372.268,1372.268,9,6.45,65.859,24.115,45.0-82.0,0.75,46.9,73.824,45.804,55.003,66.735,57.175,48.629,60.198,54.607,-0.116,53.434,54.768,2.87,0.02,0.316,0.298,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.7,0.526,0.495,0.348,0.575,1.0,57.498,52.557,53.083,65.265,53.683,52.638,91.817,63.766,77.592,77.592,50.788,35.629629629629626,34.6,76.621,34.769,53.0,-4.0,75.436,54.281,0.0,0.0,0.0,medium,92.782,92.782,0.7191
1,ドマーネ,1,差し,差し,1365.792,1365.792,10,0.67,72.336,24.115,45.0-82.0,0.75,42.986,55.929,48.0,42.322,50.3,56.566,44.125,59.605,52.139,-0.442,51.8,49.746,-2.769,-0.241,-0.51,0.298,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.7,0.342,0.387,0.313,0.566,1.0,56.628,34.18,46.76,62.898,49.459,43.312,91.072,71.765,74.87,74.87,48.772,36.1025,34.8,74.492,31.3,56.0,0.0,75.215,53.407,0.0,0.0,0.0,medium,92.782,92.782,0.7191
3,アルディスティーノ,3,追込,追込,1354.248,1354.248,11,2.87,83.879,24.115,75.0-120.0,0.75,47.327,63.714,48.0,54.271,61.121,60.444,48.691,53.747,57.215,0.229,51.699,50.274,-1.369,-0.257,-0.423,0.298,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.7,0.645,0.666,0.155,0.609,1.0,60.905,64.507,64.032,60.365,54.046,52.343,92.246,58.813,46.528,46.528,43.306,36.6275,35.8,77.847,15.476,56.0,0.0,78.679,48.683,0.0,0.0,0.0,medium,92.782,92.782,0.7191
9,モルビド,7,追込,追込,1325.546,1325.546,12,6.87,112.581,24.115,75.0-120.0,0.75,43.608,45.0,47.086,46.604,61.914,58.579,45.847,57.226,48.398,-0.936,50.3,49.321,-1.539,-0.48,-0.58,0.298,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.7,0.071,0.077,0.412,0.584,1.0,58.37,7.06,30.51,62.829,52.932,38.509,92.972,64.085,79.031,79.031,53.893,35.587500000000006,34.7,79.92,41.154,56.0,0.0,54.714,52.798,0.0,0.0,0.0,medium,92.782,92.782,0.7191
2,タイムレスキス,2,逃げ,逃げ,1444.816,1444.816,1,1.0,0.0,24.183,0.0-8.0,0.75,49.372,72.429,53.857,55.008,64.729,70.68,50.863,58.791,61.176,0.752,53.2,52.481,-0.549,-0.017,-0.06,0.306,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.7,0.65,0.628,0.238,0.715,1.0,71.537,64.984,66.73,70.856,62.63,57.53,94.86,52.885,69.926,69.926,48.704,35.65,34.5,85.315,23.849,53.0,-4.0,80.905,52.583,0.0,0.0,0.0,medium,93.214,93.214,0.7224
5,メリザンド,5,逃げ,逃げ,1444.816,1444.816,2,4.22,0.0,24.183,0.0-8.0,0.75,50.821,58.857,48.0,71.74,78.829,64.627,54.051,59.587,64.599,1.0,53.724,52.604,-0.889,0.066,-0.04,0.306,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.7,0.868,0.857,0.0,0.642,1.0,64.223,86.801,76.039,66.665,60.412,66.089,92.163,66.949,61.779,61.779,42.481,35.58,34.3,77.609,0.0,56.0,0.0,66.685,45.875,0.0,0.0,0.0,medium,93.214,93.214,0.7224
6,クリスレジーナ,5,逃げ,逃げ,1444.816,1444.816,3,4.0,0.0,24.183,0.0-8.0,0.75,55.208,69.435,53.903,73.435,84.145,61.261,57.954,72.691,60.521,0.665,62.298,62.45,0.289,1.0,1.25,0.306,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.7,0.488,0.488,0.579,0.607,1.0,60.684,48.789,54.142,78.052,60.984,59.713,92.913,73.643,99.636,99.636,59.813,34.74411764705883,33.7,79.751,57.942,53.0,-4.0,91.062,65.196,0.0,0.0,0.0,medium,93.214,93.214,0.7224
8,リリーズブルーム,6,先行,先行,1420.633,1420.633,4,5.0,24.183,24.183,12.0-34.0,0.75,43.411,47.214,53.971,53.956,55.814,44.901,44.319,46.324,49.189,-0.831,46.405,45.114,-0.015,-1.0,-1.25,0.306,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.7,0.748,0.734,0.0,0.422,1.0,42.243,74.78,59.405,56.796,44.672,50.585,86.714,53.133,32.623,32.623,34.252,38.4575,36.6,62.041,0.0,56.0,0.0,63.797,39.073,0.0,0.0,0.0,medium,93.214,93.214,0.7224
11,ルージュカエラ,8,先行,先行,1410.862,1410.862,5,7.0,33.954,24.183,12.0-34.0,0.75,35.332,38.429,48.0,19.437,33.686,48.818,40.0,50.418,45.846,-1.0,45.594,45.195,0.703,-1.0,-1.25,0.306,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.7,0.528,0.498,0.085,0.484,1.0,48.4,52.772,49.176,49.029,40.521,42.18,84.032,54.413,49.565,49.565,40.156,36.6425,34.1,54.377,8.482,56.0,0.0,87.726,45.178,0.0,0.0,0.0,medium,93.214,93.214,0.7224
7,アストリル,6,差し,差し,1399.816,1399.816,6,5.67,45.0,24.183,45.0-82.0,0.75,56.743,72.0,50.786,84.218,88.586,65.741,60.027,73.446,65.018,1.0,63.139,61.608,-2.599,1.0,1.25,0.306,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.7,0.588,0.59,0.645,0.656,1.0,65.565,58.838,61.942,80.706,64.054,62.096,92.386,77.858,100.0,100.0,60.101,35.18,33.8,78.246,64.466,53.0,-4.0,83.625,66.519,0.0,0.0,0.0,medium,93.214,93.214,0.7224
4,レダアトミカ,4,差し,差し,1387.215,1387.215,7,3.45,57.601,24.183,45.0-82.0,0.75,51.454,75.323,51.823,57.285,60.387,56.946,52.421,63.933,54.893,-0.078,54.897,56.615,2.33,0.254,0.62,0.306,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.7,0.367,0.38,0.598,0.574,1.0,57.372,36.671,46.706,69.669,53.367,48.071,89.618,71.898,91.693,91.693,55.876,35.61176470588236,33.7,70.338,59.792,53.0,-4.0,51.258,57.35,0.0,0.0,0.0,medium,93.214,93.214,0.7224
12,エイカイコバチ,8,差し,差し,1380.604,1380.604,8,7.0,64.212,24.183,45.0-82.0,0.75,45.947,62.571,42.286,58.287,59.729,54.938,47.151,57.813,52.208,-0.433,53.202,53.985,2.482,-0.017,0.187,0.306,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.7,0.524,0.536,0.341,0.536,1.0,53.595,52.4,53.584,62.501,48.113,45.869,83.793,62.091,63.77,63.77,46.418,36.8875,35.3,53.696,34.104,53.0,-4.0,89.228,54.305,0.0,0.0,0.0,medium,93.214,93.214,0.7224
10,ソングオブザバード,7,差し,差し,1378.952,1378.952,9,6.45,65.864,24.183,45.0-82.0,0.75,46.9,73.824,45.804,55.003,66.735,57.175,48.629,60.198,54.607,-0.116,53.434,54.768,2.87,0.02,0.316,0.306,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.7,0.526,0.495,0.348,0.575,1.0,57.498,52.557,53.083,65.265,53.683,52.638,91.817,63.766,77.592,77.592,50.788,35.629629629629626,34.6,76.621,34.769,53.0,-4.0,75.436,54.281,0.0,0.0,0.0,medium,93.214,93.214,0.7224
1,ドマーネ,1,差し,差し,1372.453,1372.453,10,0.67,72.363,24.183,45.0-82.0,0.75,42.986,55.929,48.0,42.322,50.3,56.566,44.125,59.605,52.139,-0.442,51.8,49.746,-2.769,-0.241,-0.51,0.306,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.7,0.342,0.387,0.313,0.566,1.0,56.628,34.18,46.76,62.898,49.459,43.312,91.072,71.765,74.87,74.87,48.772,36.1025,34.8,74.492,31.3,56.0,0.0,75.215,53.407,0.0,0.0,0.0,medium,93.214,93.214,0.7224
3,アルディスティーノ,3,追込,追込,1360.971,1360.971,11,2.87,83.845,24.183,75.0-120.0,0.75,47.327,63.714,48.0,54.271,61.121,60.444,48.691,53.747,57.215,0.229,51.699,50.274,-1.369,-0.257,-0.423,0.306,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.7,0.645,0.666,0.155,0.609,1.0,60.905,64.507,64.032,60.365,54.046,52.343,92.246,58.813,46.528,46.528,43.306,36.6275,35.8,77.847,15.476,56.0,0.0,78.679,48.683,0.0,0.0,0.0,medium,93.214,93.214,0.7224
9,モルビド,7,追込,追込,1332.176,1332.176,12,6.87,112.64,24.183,75.0-120.0,0.75,43.608,45.0,47.086,46.604,61.914,58.579,45.847,57.226,48.398,-0.936,50.3,49.321,-1.539,-0.48,-0.58,0.306,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.7,0.071,0.077,0.412,0.584,1.0,58.37,7.06,30.51,62.829,52.932,38.509,92.972,64.085,79.031,79.031,53.893,35.587500000000006,34.7,79.92,41.154,56.0,0.0,54.714,52.798,0.0,0.0,0.0,medium,93.214,93.214,0.7224
2,タイムレスキス,2,逃げ,逃げ,1451.505,1451.505,1,1.0,0.0,24.251,0.0-8.0,0.75,49.372,72.429,53.857,55.008,64.729,70.68,50.863,58.791,61.176,0.752,53.2,52.481,-0.549,-0.017,-0.06,0.314,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.7,0.65,0.628,0.238,0.715,1.0,71.537,64.984,66.73,70.856,62.63,57.53,94.86,52.885,69.926,69.926,48.704,35.65,34.5,85.315,23.849,53.0,-4.0,80.905,52.583,0.0,0.0,0.0,medium,93.645,93.645,0.7258
5,メリザンド,5,逃げ,逃げ,1451.505,1451.505,2,4.22,0.0,24.251,0.0-8.0,0.75,50.821,58.857,48.0,71.74,78.829,64.627,54.051,59.587,64.599,1.0,53.724,52.604,-0.889,0.066,-0.04,0.314,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.7,0.868,0.857,0.0,0.642,1.0,64.223,86.801,76.039,66.665,60.412,66.089,92.163,66.949,61.779,61.779,42.481,35.58,34.3,77.609,0.0,56.0,0.0,66.685,45.875,0.0,0.0,0.0,medium,93.645,93.645,0.7258
6,クリスレジーナ,5,逃げ,逃げ,1451.505,1451.505,3,4.0,0.0,24.251,0.0-8.0,0.75,55.208,69.435,53.903,73.435,84.145,61.261,57.954,72.691,60.521,0.665,62.298,62.45,0.289,1.0,1.25,0.314,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.7,0.488,0.488,0.579,0.607,1.0,60.684,48.789,54.142,78.052,60.984,59.713,92.913,73.643,99.636,99.636,59.813,34.74411764705883,33.7,79.751,57.942,53.0,-4.0,91.062,65.196,0.0,0.0,0.0,medium,93.645,93.645,0.7258
8,リリーズブルーム,6,先行,先行,1427.254,1427.254,4,5.0,24.251,24.251,12.0-34.0,0.75,43.411,47.214,53.971,53.956,55.814,44.901,44.319,46.324,49.189,-0.831,46.405,45.114,-0.015,-1.0,-1.25,0.314,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.7,0.748,0.734,0.0,0.422,1.0,42.243,74.78,59.405,56.796,44.672,50.585,86.714,53.133,32.623,32.623,34.252,38.4575,36.6,62.041,0.0,56.0,0.0,63.797,39.073,0.0,0.0,0.0,medium,93.645,93.645,0.7258
11,ルージュカエラ,8,先行,先行,1417.505,1417.505,5,7.0,34.0,24.251,12.0-34.0,0.75,35.332,38.429,48.0,19.437,33.686,48.818,40.0,50.418,45.846,-1.0,45.594,45.195,0.703,-1.0,-1.25,0.314,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.7,0.528,0.498,0.085,0.484,1.0,48.4,52.772,49.176,49.029,40.521,42.18,84.032,54.413,49.565,49.565,40.156,36.6425,34.1,54.377,8.482,56.0,0.0,87.726,45.178,0.0,0.0,0.0,medium,93.645,93.645,0.7258
7,アストリル,6,差し,差し,1406.505,1406.505,6,5.67,45.0,24.251,45.0-82.0,0.75,56.743,72.0,50.786,84.218,88.586,65.741,60.027,73.446,65.018,1.0,63.139,61.608,-2.599,1.0,1.25,0.314,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.7,0.588,0.59,0.645,0.656,1.0,65.565,58.838,61.942,80.706,64.054,62.096,92.386,77.858,100.0,100.0,60.101,35.18,33.8,78.246,64.466,53.0,-4.0,83.625,66.519,0.0,0.0,0.0,medium,93.645,93.645,0.7258
4,レダアトミカ,4,差し,差し,1393.904,1393.904,7,3.45,57.601,24.251,45.0-82.0,0.75,51.454,75.323,51.823,57.285,60.387,56.946,52.421,63.933,54.893,-0.078,54.897,56.615,2.33,0.254,0.62,0.314,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.7,0.367,0.38,0.598,0.574,1.0,57.372,36.671,46.706,69.669,53.367,48.071,89.618,71.898,91.693,91.693,55.876,35.61176470588236,33.7,70.338,59.792,53.0,-4.0,51.258,57.35,0.0,0.0,0.0,medium,93.645,93.645,0.7258
12,エイカイコバチ,8,差し,差し,1387.262,1387.262,8,7.0,64.243,24.251,45.0-82.0,0.75,45.947,62.571,42.286,58.287,59.729,54.938,47.151,57.813,52.208,-0.433,53.202,53.985,2.482,-0.017,0.187,0.314,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.7,0.524,0.536,0.341,0.536,1.0,53.595,52.4,53.584,62.501,48.113,45.869,83.793,62.091,63.77,63.77,46.418,36.8875,35.3,53.696,34.104,53.0,-4.0,89.228,54.305,0.0,0.0,0.0,medium,93.645,93.645,0.7258
10,ソングオブザバード,7,差し,差し,1385.635,1385.635,9,6.45,65.87,24.251,45.0-82.0,0.75,46.9,73.824,45.804,55.003,66.735,57.175,48.629,60.198,54.607,-0.116,53.434,54.768,2.87,0.02,0.316,0.314,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.7,0.526,0.495,0.348,0.575,1.0,57.498,52.557,53.083,65.265,53.683,52.638,91.817,63.766,77.592,77.592,50.788,35.629629629629626,34.6,76.621,34.769,53.0,-4.0,75.436,54.281,0.0,0.0,0.0,medium,93.645,93.645,0.7258
