horse_number,horse_name,frame,actual_running_style,actual_running_style_fixed,position_m,finish_position_m,rank,lane,gap_from_leader,nige_senko_gap,early_gap_range,final_stretch_start_progress,horse_ability_score,popularity_score,race_level_score,finish_score,margin_score,time_score,race_power,performance_index,mid_race_move_score,normalized_mid_race_move,final_performance_score,late_power,random_noise,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,stamina,acceleration,last3f_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,carried_weight,weight_penalty,pace_fit_score,final_stretch_score,style_attack_ratio,straight_attack_score,straight_ratio,pace,time,elapsed_time,progress
7,ラフエイジアン,6,先行,先行,1215.153,1215.153,6,5.22,24.312,10.518,12.0-34.0,0.75,49.633,55.786,62.0,57.444,59.9,73.828,50.968,45.445,58.615,-0.144,54.675,53.053,-2.599,0.41,0.28,0.323,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.7,0.248,0.248,0.675,0.744,1.0,74.357,24.765,47.081,77.229,64.035,38.106,65.0,63.262,0.0,0.0,54.412,49.6625,36.1,0.0,67.5,58.0,4.0,70.066,61.295,0.0,0.0,0.0,medium,79.965,79.965,0.7291
5,ヴァナルガンド,5,先行,先行,1212.951,1212.951,7,4.22,26.514,10.518,12.0-34.0,0.75,47.925,69.857,60.1,49.672,49.457,60.308,47.244,43.459,58.697,-0.131,50.072,48.748,-0.889,-0.432,-0.565,0.323,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.7,0.713,0.743,0.078,0.612,1.0,61.174,71.296,68.374,55.023,54.754,48.428,65.0,61.937,0.0,0.0,36.988,54.6825,36.4,0.0,7.792,58.0,4.0,69.619,44.53,0.0,0.0,0.0,medium,79.965,79.965,0.7291
2,メイショウフウドウ,2,先行,先行,1205.465,1205.465,8,1.0,34.0,10.518,12.0-34.0,0.75,38.097,54.071,60.1,19.845,16.214,46.081,40.0,36.41,46.995,-1.0,41.597,40.505,-0.549,-1.0,-1.25,0.323,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.7,0.794,0.799,0.033,0.461,1.0,46.053,79.385,64.643,32.912,37.694,40.439,65.0,43.355,0.0,0.0,34.013,55.0,37.5,0.0,3.333,58.0,4.0,64.888,37.285,0.0,0.0,0.0,medium,79.965,79.965,0.7291
9,ドバイブルース,7,差し,差し,1187.101,1187.101,9,6.67,52.364,10.518,45.0-82.0,0.75,54.263,74.143,62.0,65.49,74.4,74.791,55.775,48.776,62.473,0.435,56.947,55.38,-1.539,0.826,0.737,0.323,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.7,0.393,0.393,0.279,0.754,1.0,75.365,39.342,55.552,80.229,68.277,45.851,65.0,60.372,0.0,0.0,44.187,52.0175,36.1,0.0,27.857,58.0,4.0,91.027,54.844,0.0,0.0,0.0,medium,79.965,79.965,0.7291
1,オリーブグリーン,1,差し,差し,1178.375,1178.375,10,0.67,61.09,10.518,45.0-82.0,0.75,52.808,69.429,55.1,71.015,76.957,65.095,54.317,48.85,61.483,0.287,56.891,54.68,-2.769,0.816,0.6,0.323,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.7,0.652,0.669,0.431,0.641,1.0,64.112,65.242,65.651,73.045,61.039,51.918,65.0,62.199,0.0,0.0,46.841,48.152499999999996,36.9,0.0,43.095,58.0,4.0,90.675,57.156,0.0,0.0,0.0,medium,79.965,79.965,0.7291
10,ゴールドアローン,8,差し,差し,1162.817,1162.817,11,7.0,76.648,10.518,45.0-82.0,0.75,46.285,44.714,62.0,59.017,48.8,62.514,46.885,44.157,54.917,-0.699,52.918,54.078,2.87,0.089,0.482,0.323,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.7,0.453,0.453,0.529,0.626,1.0,62.614,45.323,53.104,68.013,55.052,39.333,65.0,60.726,0.0,0.0,48.352,51.4675,36.8,0.0,52.917,56.0,0.0,84.137,57.799,0.0,0.0,0.0,medium,79.965,79.965,0.7291
6,タイセイミッション,6,逃げ,逃げ,1243.709,1243.709,1,5.0,1.442,10.558,0.0-8.0,0.75,53.665,75.786,57.0,68.476,67.143,64.939,54.037,43.908,61.192,0.243,51.594,50.935,0.289,-0.153,-0.136,0.331,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.7,0.755,0.76,0.04,0.65,1.0,65.001,75.5,71.033,65.092,60.364,53.935,65.0,51.9,0.0,0.0,37.207,52.6075,37.2,0.0,4.018,58.0,4.0,63.614,42.774,0.0,0.0,0.0,medium,80.332,80.332,0.7324
4,エクリプスルバン,4,先行,先行,1233.151,1233.151,2,3.0,12.0,10.558,12.0-34.0,0.75,58.018,84.0,57.9,82.201,89.021,73.239,59.948,48.834,70.134,1.0,55.533,56.531,2.33,0.567,0.963,0.331,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.7,0.806,0.806,0.185,0.737,1.0,73.747,80.563,77.496,83.521,70.095,59.178,65.0,67.901,0.0,0.0,40.103,53.85,36.7,0.0,18.511,58.0,4.0,54.273,47.681,0.0,0.0,0.0,medium,80.332,80.332,0.7324
3,バギーウィップ,3,先行,先行,1226.966,1226.966,3,2.22,18.185,10.558,12.0-34.0,0.75,51.783,72.929,59.314,58.664,63.886,68.754,52.103,45.257,61.216,0.247,53.143,51.645,-1.369,0.13,0.004,0.331,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.7,0.647,0.637,0.245,0.697,1.0,69.703,64.654,66.41,68.911,62.257,49.977,65.0,54.491,0.0,0.0,42.775,52.705,37.0,0.0,24.46,58.0,4.0,76.623,50.33,0.0,0.0,0.0,medium,80.332,80.332,0.7324
8,アイウィル,7,先行,先行,1224.666,1224.666,4,6.0,20.485,10.558,12.0-34.0,0.75,52.205,63.071,58.7,67.055,67.936,66.16,53.274,47.062,58.839,-0.11,55.559,54.857,-0.015,0.572,0.635,0.331,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.7,0.529,0.542,0.361,0.658,1.0,65.755,52.929,59.389,72.116,60.397,46.966,65.0,55.827,0.0,0.0,45.512,49.265,36.6,0.0,36.126,58.0,4.0,90.732,55.011,0.0,0.0,0.0,medium,80.332,80.332,0.7324
11,クロースコンバット,8,先行,先行,1223.457,1223.457,5,7.0,21.693,10.558,12.0-34.0,0.75,49.358,64.357,62.0,47.295,54.793,64.99,49.292,40.094,60.737,0.175,47.824,47.47,0.703,-0.843,-0.816,0.331,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.7,0.847,0.847,0.038,0.66,1.0,66.032,84.698,76.298,56.469,59.128,54.257,65.0,47.45,0.0,0.0,36.99,54.4125,37.2,0.0,3.81,58.0,4.0,55.721,40.658,0.0,0.0,0.0,medium,80.332,80.332,0.7324
7,ラフエイジアン,6,先行,先行,1220.848,1220.848,6,5.22,24.303,10.558,12.0-34.0,0.75,49.633,55.786,62.0,57.444,59.9,73.828,50.968,45.445,58.615,-0.144,54.675,53.053,-2.599,0.41,0.28,0.331,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.7,0.248,0.248,0.675,0.744,1.0,74.357,24.765,47.081,77.229,64.035,38.106,65.0,63.262,0.0,0.0,54.412,49.6625,36.1,0.0,67.5,58.0,4.0,70.066,61.295,0.0,0.0,0.0,medium,80.332,80.332,0.7324
5,ヴァナルガンド,5,先行,先行,1218.634,1218.634,7,4.22,26.517,10.558,12.0-34.0,0.75,47.925,69.857,60.1,49.672,49.457,60.308,47.244,43.459,58.697,-0.131,50.072,48.748,-0.889,-0.432,-0.565,0.331,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.7,0.713,0.743,0.078,0.612,1.0,61.174,71.296,68.374,55.023,54.754,48.428,65.0,61.937,0.0,0.0,36.988,54.6825,36.4,0.0,7.792,58.0,4.0,69.619,44.53,0.0,0.0,0.0,medium,80.332,80.332,0.7324
2,メイショウフウドウ,2,先行,先行,1211.151,1211.151,8,1.0,34.0,10.558,12.0-34.0,0.75,38.097,54.071,60.1,19.845,16.214,46.081,40.0,36.41,46.995,-1.0,41.597,40.505,-0.549,-1.0,-1.25,0.331,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.7,0.794,0.799,0.033,0.461,1.0,46.053,79.385,64.643,32.912,37.694,40.439,65.0,43.355,0.0,0.0,34.013,55.0,37.5,0.0,3.333,58.0,4.0,64.888,37.285,0.0,0.0,0.0,medium,80.332,80.332,0.7324
9,ドバイブルース,7,差し,差し,1192.86,1192.86,9,6.67,52.29,10.558,45.0-82.0,0.75,54.263,74.143,62.0,65.49,74.4,74.791,55.775,48.776,62.473,0.435,56.947,55.38,-1.539,0.826,0.737,0.331,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.7,0.393,0.393,0.279,0.754,1.0,75.365,39.342,55.552,80.229,68.277,45.851,65.0,60.372,0.0,0.0,44.187,52.0175,36.1,0.0,27.857,58.0,4.0,91.027,54.844,0.0,0.0,0.0,medium,80.332,80.332,0.7324
1,オリーブグリーン,1,差し,差し,1184.105,1184.105,10,0.67,61.045,10.558,45.0-82.0,0.75,52.808,69.429,55.1,71.015,76.957,65.095,54.317,48.85,61.483,0.287,56.891,54.68,-2.769,0.816,0.6,0.331,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.7,0.652,0.669,0.431,0.641,1.0,64.112,65.242,65.651,73.045,61.039,51.918,65.0,62.199,0.0,0.0,46.841,48.152499999999996,36.9,0.0,43.095,58.0,4.0,90.675,57.156,0.0,0.0,0.0,medium,80.332,80.332,0.7324
10,ゴールドアローン,8,差し,差し,1168.463,1168.463,11,7.0,76.687,10.558,45.0-82.0,0.75,46.285,44.714,62.0,59.017,48.8,62.514,46.885,44.157,54.917,-0.699,52.918,54.078,2.87,0.089,0.482,0.331,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.7,0.453,0.453,0.529,0.626,1.0,62.614,45.323,53.104,68.013,55.052,39.333,65.0,60.726,0.0,0.0,48.352,51.4675,36.8,0.0,52.917,56.0,0.0,84.137,57.799,0.0,0.0,0.0,medium,80.332,80.332,0.7324
6,タイセイミッション,6,逃げ,逃げ,1249.434,1249.434,1,5.0,1.402,10.598,0.0-8.0,0.75,53.665,75.786,57.0,68.476,67.143,64.939,54.037,43.908,61.192,0.243,51.594,50.935,0.289,-0.153,-0.136,0.339,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.7,0.755,0.76,0.04,0.65,1.0,65.001,75.5,71.033,65.092,60.364,53.935,65.0,51.9,0.0,0.0,37.207,52.6075,37.2,0.0,4.018,58.0,4.0,63.614,42.774,0.0,0.0,0.0,medium,80.699,80.699,0.7358
4,エクリプスルバン,4,先行,先行,1238.836,1238.836,2,3.0,12.0,10.598,12.0-34.0,0.75,58.018,84.0,57.9,82.201,89.021,73.239,59.948,48.834,70.134,1.0,55.533,56.531,2.33,0.567,0.963,0.339,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.7,0.806,0.806,0.185,0.737,1.0,73.747,80.563,77.496,83.521,70.095,59.178,65.0,67.901,0.0,0.0,40.103,53.85,36.7,0.0,18.511,58.0,4.0,54.273,47.681,0.0,0.0,0.0,medium,80.699,80.699,0.7358
3,バギーウィップ,3,先行,先行,1232.696,1232.696,3,2.22,18.14,10.598,12.0-34.0,0.75,51.783,72.929,59.314,58.664,63.886,68.754,52.103,45.257,61.216,0.247,53.143,51.645,-1.369,0.13,0.004,0.339,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.7,0.647,0.637,0.245,0.697,1.0,69.703,64.654,66.41,68.911,62.257,49.977,65.0,54.491,0.0,0.0,42.775,52.705,37.0,0.0,24.46,58.0,4.0,76.623,50.33,0.0,0.0,0.0,medium,80.699,80.699,0.7358
8,アイウィル,7,先行,先行,1230.355,1230.355,4,6.0,20.482,10.598,12.0-34.0,0.75,52.205,63.071,58.7,67.055,67.936,66.16,53.274,47.062,58.839,-0.11,55.559,54.857,-0.015,0.572,0.635,0.339,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.7,0.529,0.542,0.361,0.658,1.0,65.755,52.929,59.389,72.116,60.397,46.966,65.0,55.827,0.0,0.0,45.512,49.265,36.6,0.0,36.126,58.0,4.0,90.732,55.011,0.0,0.0,0.0,medium,80.699,80.699,0.7358
11,クロースコンバット,8,先行,先行,1229.175,1229.175,5,7.0,21.661,10.598,12.0-34.0,0.75,49.358,64.357,62.0,47.295,54.793,64.99,49.292,40.094,60.737,0.175,47.824,47.47,0.703,-0.843,-0.816,0.339,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.7,0.847,0.847,0.038,0.66,1.0,66.032,84.698,76.298,56.469,59.128,54.257,65.0,47.45,0.0,0.0,36.99,54.4125,37.2,0.0,3.81,58.0,4.0,55.721,40.658,0.0,0.0,0.0,medium,80.699,80.699,0.7358
7,ラフエイジアン,6,先行,先行,1226.543,1226.543,6,5.22,24.293,10.598,12.0-34.0,0.75,49.633,55.786,62.0,57.444,59.9,73.828,50.968,45.445,58.615,-0.144,54.675,53.053,-2.599,0.41,0.28,0.339,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.7,0.248,0.248,0.675,0.744,1.0,74.357,24.765,47.081,77.229,64.035,38.106,65.0,63.262,0.0,0.0,54.412,49.6625,36.1,0.0,67.5,58.0,4.0,70.066,61.295,0.0,0.0,0.0,medium,80.699,80.699,0.7358
5,ヴァナルガンド,5,先行,先行,1224.317,1224.317,7,4.22,26.52,10.598,12.0-34.0,0.75,47.925,69.857,60.1,49.672,49.457,60.308,47.244,43.459,58.697,-0.131,50.072,48.748,-0.889,-0.432,-0.565,0.339,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.7,0.713,0.743,0.078,0.612,1.0,61.174,71.296,68.374,55.023,54.754,48.428,65.0,61.937,0.0,0.0,36.988,54.6825,36.4,0.0,7.792,58.0,4.0,69.619,44.53,0.0,0.0,0.0,medium,80.699,80.699,0.7358
2,メイショウフウドウ,2,先行,先行,1216.836,1216.836,8,1.0,34.0,10.598,12.0-34.0,0.75,38.097,54.071,60.1,19.845,16.214,46.081,40.0,36.41,46.995,-1.0,41.597,40.505,-0.549,-1.0,-1.25,0.339,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.7,0.794,0.799,0.033,0.461,1.0,46.053,79.385,64.643,32.912,37.694,40.439,65.0,43.355,0.0,0.0,34.013,55.0,37.5,0.0,3.333,58.0,4.0,64.888,37.285,0.0,0.0,0.0,medium,80.699,80.699,0.7358
9,ドバイブルース,7,差し,差し,1198.619,1198.619,9,6.67,52.217,10.598,45.0-82.0,0.75,54.263,74.143,62.0,65.49,74.4,74.791,55.775,48.776,62.473,0.435,56.947,55.38,-1.539,0.826,0.737,0.339,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.7,0.393,0.393,0.279,0.754,1.0,75.365,39.342,55.552,80.229,68.277,45.851,65.0,60.372,0.0,0.0,44.187,52.0175,36.1,0.0,27.857,58.0,4.0,91.027,54.844,0.0,0.0,0.0,medium,80.699,80.699,0.7358
1,オリーブグリーン,1,差し,差し,1189.835,1189.835,10,0.67,61.001,10.598,45.0-82.0,0.75,52.808,69.429,55.1,71.015,76.957,65.095,54.317,48.85,61.483,0.287,56.891,54.68,-2.769,0.816,0.6,0.339,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.7,0.652,0.669,0.431,0.641,1.0,64.112,65.242,65.651,73.045,61.039,51.918,65.0,62.199,0.0,0.0,46.841,48.152499999999996,36.9,0.0,43.095,58.0,4.0,90.675,57.156,0.0,0.0,0.0,medium,80.699,80.699,0.7358
10,ゴールドアローン,8,差し,差し,1174.11,1174.11,11,7.0,76.727,10.598,45.0-82.0,0.75,46.285,44.714,62.0,59.017,48.8,62.514,46.885,44.157,54.917,-0.699,52.918,54.078,2.87,0.089,0.482,0.339,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.7,0.453,0.453,0.529,0.626,1.0,62.614,45.323,53.104,68.013,55.052,39.333,65.0,60.726,0.0,0.0,48.352,51.4675,36.8,0.0,52.917,56.0,0.0,84.137,57.799,0.0,0.0,0.0,medium,80.699,80.699,0.7358
6,タイセイミッション,6,逃げ,逃げ,1255.159,1255.159,1,5.0,1.362,10.638,0.0-8.0,0.75,53.665,75.786,57.0,68.476,67.143,64.939,54.037,43.908,61.192,0.243,51.594,50.935,0.289,-0.153,-0.136,0.348,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.7,0.755,0.76,0.04,0.65,1.0,65.001,75.5,71.033,65.092,60.364,53.935,65.0,51.9,0.0,0.0,37.207,52.6075,37.2,0.0,4.018,58.0,4.0,63.614,42.774,0.0,0.0,0.0,medium,81.066,81.066,0.7391
4,エクリプスルバン,4,先行,先行,1244.522,1244.522,2,3.0,12.0,10.638,12.0-34.0,0.75,58.018,84.0,57.9,82.201,89.021,73.239,59.948,48.834,70.134,1.0,55.533,56.531,2.33,0.567,0.963,0.348,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.7,0.806,0.806,0.185,0.737,1.0,73.747,80.563,77.496,83.521,70.095,59.178,65.0,67.901,0.0,0.0,40.103,53.85,36.7,0.0,18.511,58.0,4.0,54.273,47.681,0.0,0.0,0.0,medium,81.066,81.066,0.7391
3,バギーウィップ,3,先行,先行,1238.427,1238.427,3,2.22,18.095,10.638,12.0-34.0,0.75,51.783,72.929,59.314,58.664,63.886,68.754,52.103,45.257,61.216,0.247,53.143,51.645,-1.369,0.13,0.004,0.348,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.7,0.647,0.637,0.245,0.697,1.0,69.703,64.654,66.41,68.911,62.257,49.977,65.0,54.491,0.0,0.0,42.775,52.705,37.0,0.0,24.46,58.0,4.0,76.623,50.33,0.0,0.0,0.0,medium,81.066,81.066,0.7391
8,アイウィル,7,先行,先行,1236.043,1236.043,4,6.0,20.478,10.638,12.0-34.0,0.75,52.205,63.071,58.7,67.055,67.936,66.16,53.274,47.062,58.839,-0.11,55.559,54.857,-0.015,0.572,0.635,0.348,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.7,0.529,0.542,0.361,0.658,1.0,65.755,52.929,59.389,72.116,60.397,46.966,65.0,55.827,0.0,0.0,45.512,49.265,36.6,0.0,36.126,58.0,4.0,90.732,55.011,0.0,0.0,0.0,medium,81.066,81.066,0.7391
11,クロースコンバット,8,先行,先行,1234.893,1234.893,5,7.0,21.628,10.638,12.0-34.0,0.75,49.358,64.357,62.0,47.295,54.793,64.99,49.292,40.094,60.737,0.175,47.824,47.47,0.703,-0.843,-0.816,0.348,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.7,0.847,0.847,0.038,0.66,1.0,66.032,84.698,76.298,56.469,59.128,54.257,65.0,47.45,0.0,0.0,36.99,54.4125,37.2,0.0,3.81,58.0,4.0,55.721,40.658,0.0,0.0,0.0,medium,81.066,81.066,0.7391
7,ラフエイジアン,6,先行,先行,1232.238,1232.238,6,5.22,24.283,10.638,12.0-34.0,0.75,49.633,55.786,62.0,57.444,59.9,73.828,50.968,45.445,58.615,-0.144,54.675,53.053,-2.599,0.41,0.28,0.348,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.7,0.248,0.248,0.675,0.744,1.0,74.357,24.765,47.081,77.229,64.035,38.106,65.0,63.262,0.0,0.0,54.412,49.6625,36.1,0.0,67.5,58.0,4.0,70.066,61.295,0.0,0.0,0.0,medium,81.066,81.066,0.7391
5,ヴァナルガンド,5,先行,先行,1230.0,1230.0,7,4.22,26.522,10.638,12.0-34.0,0.75,47.925,69.857,60.1,49.672,49.457,60.308,47.244,43.459,58.697,-0.131,50.072,48.748,-0.889,-0.432,-0.565,0.348,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.7,0.713,0.743,0.078,0.612,1.0,61.174,71.296,68.374,55.023,54.754,48.428,65.0,61.937,0.0,0.0,36.988,54.6825,36.4,0.0,7.792,58.0,4.0,69.619,44.53,0.0,0.0,0.0,medium,81.066,81.066,0.7391
2,メイショウフウドウ,2,先行,先行,1222.522,1222.522,8,1.0,34.0,10.638,12.0-34.0,0.75,38.097,54.071,60.1,19.845,16.214,46.081,40.0,36.41,46.995,-1.0,41.597,40.505,-0.549,-1.0,-1.25,0.348,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.7,0.794,0.799,0.033,0.461,1.0,46.053,79.385,64.643,32.912,37.694,40.439,65.0,43.355,0.0,0.0,34.013,55.0,37.5,0.0,3.333,58.0,4.0,64.888,37.285,0.0,0.0,0.0,medium,81.066,81.066,0.7391
9,ドバイブルース,7,差し,差し,1204.378,1204.378,9,6.67,52.143,10.638,45.0-82.0,0.75,54.263,74.143,62.0,65.49,74.4,74.791,55.775,48.776,62.473,0.435,56.947,55.38,-1.539,0.826,0.737,0.348,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.7,0.393,0.393,0.279,0.754,1.0,75.365,39.342,55.552,80.229,68.277,45.851,65.0,60.372,0.0,0.0,44.187,52.0175,36.1,0.0,27.857,58.0,4.0,91.027,54.844,0.0,0.0,0.0,medium,81.066,81.066,0.7391
1,オリーブグリーン,1,差し,差し,1195.565,1195.565,10,0.67,60.957,10.638,45.0-82.0,0.75,52.808,69.429,55.1,71.015,76.957,65.095,54.317,48.85,61.483,0.287,56.891,54.68,-2.769,0.816,0.6,0.348,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.7,0.652,0.669,0.431,0.641,1.0,64.112,65.242,65.651,73.045,61.039,51.918,65.0,62.199,0.0,0.0,46.841,48.152499999999996,36.9,0.0,43.095,58.0,4.0,90.675,57.156,0.0,0.0,0.0,medium,81.066,81.066,0.7391
10,ゴールドアローン,8,差し,差し,1179.756,1179.756,11,7.0,76.766,10.638,45.0-82.0,0.75,46.285,44.714,62.0,59.017,48.8,62.514,46.885,44.157,54.917,-0.699,52.918,54.078,2.87,0.089,0.482,0.348,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.7,0.453,0.453,0.529,0.626,1.0,62.614,45.323,53.104,68.013,55.052,39.333,65.0,60.726,0.0,0.0,48.352,51.4675,36.8,0.0,52.917,56.0,0.0,84.137,57.799,0.0,0.0,0.0,medium,81.066,81.066,0.7391
6,タイセイミッション,6,逃げ,逃げ,1260.885,1260.885,1,5.0,1.323,10.677,0.0-8.0,0.75,53.665,75.786,57.0,68.476,67.143,64.939,54.037,43.908,61.192,0.243,51.594,50.935,0.289,-0.153,-0.136,0.356,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.7,0.755,0.76,0.04,0.65,1.0,65.001,75.5,71.033,65.092,60.364,53.935,65.0,51.9,0.0,0.0,37.207,52.6075,37.2,0.0,4.018,58.0,4.0,63.614,42.774,0.0,0.0,0.0,medium,81.433,81.433,0.7425
4,エクリプスルバン,4,先行,先行,1250.207,1250.207,2,3.0,12.0,10.677,12.0-34.0,0.75,58.018,84.0,57.9,82.201,89.021,73.239,59.948,48.834,70.134,1.0,55.533,56.531,2.33,0.567,0.963,0.356,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.7,0.806,0.806,0.185,0.737,1.0,73.747,80.563,77.496,83.521,70.095,59.178,65.0,67.901,0.0,0.0,40.103,53.85,36.7,0.0,18.511,58.0,4.0,54.273,47.681,0.0,0.0,0.0,medium,81.433,81.433,0.7425
3,バギーウィップ,3,先行,先行,1244.157,1244.157,3,2.22,18.05,10.677,12.0-34.0,0.75,51.783,72.929,59.314,58.664,63.886,68.754,52.103,45.257,61.216,0.247,53.143,51.645,-1.369,0.13,0.004,0.356,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.7,0.647,0.637,0.245,0.697,1.0,69.703,64.654,66.41,68.911,62.257,49.977,65.0,54.491,0.0,0.0,42.775,52.705,37.0,0.0,24.46,58.0,4.0,76.623,50.33,0.0,0.0,0.0,medium,81.433,81.433,0.7425
8,アイウィル,7,先行,先行,1241.732,1241.732,4,6.0,20.475,10.677,12.0-34.0,0.75,52.205,63.071,58.7,67.055,67.936,66.16,53.274,47.062,58.839,-0.11,55.559,54.857,-0.015,0.572,0.635,0.356,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.7,0.529,0.542,0.361,0.658,1.0,65.755,52.929,59.389,72.116,60.397,46.966,65.0,55.827,0.0,0.0,45.512,49.265,36.6,0.0,36.126,58.0,4.0,90.732,55.011,0.0,0.0,0.0,medium,81.433,81.433,0.7425
11,クロースコンバット,8,先行,先行,1240.611,1240.611,5,7.0,21.596,10.677,12.0-34.0,0.75,49.358,64.357,62.0,47.295,54.793,64.99,49.292,40.094,60.737,0.175,47.824,47.47,0.703,-0.843,-0.816,0.356,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.7,0.847,0.847,0.038,0.66,1.0,66.032,84.698,76.298,56.469,59.128,54.257,65.0,47.45,0.0,0.0,36.99,54.4125,37.2,0.0,3.81,58.0,4.0,55.721,40.658,0.0,0.0,0.0,medium,81.433,81.433,0.7425
7,ラフエイジアン,6,先行,先行,1237.933,1237.933,6,5.22,24.274,10.677,12.0-34.0,0.75,49.633,55.786,62.0,57.444,59.9,73.828,50.968,45.445,58.615,-0.144,54.675,53.053,-2.599,0.41,0.28,0.356,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.7,0.248,0.248,0.675,0.744,1.0,74.357,24.765,47.081,77.229,64.035,38.106,65.0,63.262,0.0,0.0,54.412,49.6625,36.1,0.0,67.5,58.0,4.0,70.066,61.295,0.0,0.0,0.0,medium,81.433,81.433,0.7425
5,ヴァナルガンド,5,先行,先行,1235.683,1235.683,7,4.22,26.525,10.677,12.0-34.0,0.75,47.925,69.857,60.1,49.672,49.457,60.308,47.244,43.459,58.697,-0.131,50.072,48.748,-0.889,-0.432,-0.565,0.356,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.7,0.713,0.743,0.078,0.612,1.0,61.174,71.296,68.374,55.023,54.754,48.428,65.0,61.937,0.0,0.0,36.988,54.6825,36.4,0.0,7.792,58.0,4.0,69.619,44.53,0.0,0.0,0.0,medium,81.433,81.433,0.7425
2,メイショウフウドウ,2,先行,先行,1228.207,1228.207,8,1.0,34.0,10.677,12.0-34.0,0.75,38.097,54.071,60.1,19.845,16.214,46.081,40.0,36.41,46.995,-1.0,41.597,40.505,-0.549,-1.0,-1.25,0.356,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.7,0.794,0.799,0.033,0.461,1.0,46.053,79.385,64.643,32.912,37.694,40.439,65.0,43.355,0.0,0.0,34.013,55.0,37.5,0.0,3.333,58.0,4.0,64.888,37.285,0.0,0.0,0.0,medium,81.433,81.433,0.7425
9,ドバイブルース,7,差し,差し,1210.138,1210.138,9,6.67,52.07,10.677,45.0-82.0,0.75,54.263,74.143,62.0,65.49,74.4,74.791,55.775,48.776,62.473,0.435,56.947,55.38,-1.539,0.826,0.737,0.356,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.7,0.393,0.393,0.279,0.754,1.0,75.365,39.342,55.552,80.229,68.277,45.851,65.0,60.372,0.0,0.0,44.187,52.0175,36.1,0.0,27.857,58.0,4.0,91.027,54.844,0.0,0.0,0.0,medium,81.433,81.433,0.7425
